0.435578155	-0.410795354
0.116737317	-0.366725321
-0.048908347	-0.355092748
0.078303192	-0.38314183
-0.112243454	-0.355160153
0.257481999	1.056256926
-0.161504093	0.724737466
0.309990592	0.692408207
0.429082246	0.673095085
0.021463994	0.894239911
-0.248116205	0.889645772
-0.432708269	0.889642225
-0.58752742	0.889642225
-0.723941496	-0.834669426
-0.960500828	-0.842318047
-0.215095338	-0.842044882
0.10753478	-0.842699414
-0.029961948	-0.842413832
-0.188029053	-0.841968609
-0.423505732	-0.841872823
-1.11261335	-0.841821383
-1.239283564	-0.841982799
0.174117841	-0.798075956
0.162750002	-0.831173269
-0.511741822	-0.8311644
-0.176661213	-0.831107638
0.029042553	0.492329017
0.06098077	-0.002452665
-0.098168986	0.334641845
-0.345013506	0.354524357
-0.588610071	0.183099113
-0.939930451	0.150656332
-1.126146492	0.162986008
-0.905826932	2.523640906
-0.982695181	2.172568861
-0.700664491	2.058612927
-0.850070385	2.019679815
-1.051443545	1.82282007
-0.996228324	1.921508917
-1.213841256	1.551490926
-1.187316296	1.623457494
0.212551966	1.252501163
0.132977088	1.46247283
0.531392804	-0.490174627
0.801514329	-0.489332073
3.350617054	-0.485220407
3.531961163	-0.539746984
3.350617054	-0.539473819
0.590397305	-0.542491051
-0.585362117	-0.629902085
0.50919845	-0.847330803
0.268849839	-0.847302422
0.282924307	-0.847290005
0.588773328	-0.847290005
0.504867844	-0.847281136
0.068018004	-0.847300648
-0.551799924	-0.847277589
-0.793772512	-0.847220827
2.060637909	-0.844673652
1.33526147	-0.84548073
0.556835112	-0.845204018
-0.105747546	-0.845253684
-0.665478321	-0.844308249
